Black Body Radiation Experiment Wed, Sep 23, 2020 2:36 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.13222
0.00000	0.12594
0.00000	0.12465
0.00000	0.12884
0.00000	0.12610
0.00000	0.12835
0.00000	0.12803
0.00000	0.12449
0.00000	0.12304
0.00000	0.13077
0.00000	0.12690
0.00000	0.12642
0.00000	0.12706
0.00000	0.12449
0.00000	0.12916
0.00000	0.12465
0.00000	0.12658
0.00000	0.13029
0.00000	0.13029
0.00000	0.12755
0.00000	0.13109
0.00000	0.12803
0.00000	0.12771
0.00000	0.12658
0.00000	0.12996
0.00000	0.12545
0.00000	0.12481
0.00000	0.13093
0.00000	0.12884
0.00000	0.12996
0.00000	0.12755
0.00000	0.13109
0.00000	0.13190
0.00000	0.12916
0.00000	0.12964
0.00000	0.12964
0.00000	0.12513
0.00000	0.12916
0.00000	0.12513
0.00000	0.12626
0.00000	0.12723
0.00000	0.12916
0.00000	0.12690
0.00000	0.12835
0.00000	0.12980
0.00000	0.12884
0.00000	0.12706
0.00000	0.12497
0.00000	0.12884
0.00000	0.12739
0.00000	0.12755
0.00000	0.12771
0.00000	0.12610
0.00000	0.12400
0.00000	0.12723
0.00000	0.12578
0.00000	0.13190
0.00000	0.12932
0.00000	0.12868
0.00000	0.13125
0.00000	0.12900
0.00000	0.12835
0.00000	0.12594
0.00000	0.12545
0.00000	0.13125
0.00000	0.12771
0.00000	0.13174
0.00000	0.12674
0.00000	0.12545
0.00000	0.12964
0.00000	0.13093
0.00000	0.12868
0.00000	0.12594
0.00000	0.12916
0.00000	0.13286
0.00000	0.12706
0.00000	0.12868
0.00000	0.12723
0.00000	0.12835
0.00000	0.12787
0.00000	0.12755
0.00000	0.13013
0.00000	0.13125
0.00000	0.12706
0.00000	0.12674
0.00000	0.12996
0.00000	0.12819
0.00000	0.12884
0.00000	0.12706
0.00000	0.12497
0.00000	0.12835
0.00000	0.13206
0.00000	0.12980
0.00000	0.12755
0.00000	0.13077
0.00000	0.12948
0.00000	0.12610
0.00000	0.12868
0.00000	0.13045
0.00000	0.13206
0.00000	0.12900
0.00000	0.13109
0.00000	0.12610
0.00000	0.12433
0.00000	0.12320
0.00000	0.13351
0.00000	0.12916
0.00000	0.12900
0.00000	0.12819
0.00000	0.13206
0.00000	0.13013
0.00000	0.12739
0.00000	0.12932
0.00000	0.13045
0.00000	0.12787
0.00000	0.13061
0.00000	0.13141
0.00000	0.13077
0.00000	0.12964
0.00000	0.12723
0.00000	0.13174
0.00000	0.12771
0.00000	0.13174
0.00000	0.12723
0.00000	0.13029
0.00000	0.12980
0.00000	0.12803
0.00000	0.12690
0.00000	0.12545
0.00000	0.12706
