Black Body Radiation Experiment Wed, Sep 23, 2020 11:35 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.01583
0.00000	-0.01454
0.00000	-0.01680
0.00000	-0.01905
0.00000	-0.01293
0.00000	-0.01857
0.00000	-0.01744
0.00000	-0.01696
0.00000	-0.01647
0.00000	-0.01470
0.00000	-0.01776
0.00000	-0.01647
0.00000	-0.01744
0.00000	-0.01535
0.00000	-0.01841
0.00000	-0.01986
0.00000	-0.01502
0.00000	-0.01438
0.00000	-0.01341
0.00000	-0.01583
0.00000	-0.01470
0.00000	-0.01438
0.00000	-0.01696
0.00000	-0.01986
0.00000	-0.01502
0.00000	-0.01583
0.00000	-0.01518
0.00000	-0.01808
0.00000	-0.02066
0.00000	-0.01341
0.00000	-0.01712
0.00000	-0.01921
0.00000	-0.01776
0.00000	-0.01776
0.00000	-0.01599
0.00000	-0.01986
0.00000	-0.01889
0.00000	-0.01341
0.00000	-0.01551
0.00000	-0.01615
0.00000	-0.01422
0.00000	-0.01502
0.00000	-0.01712
0.00000	-0.01776
0.00000	-0.01889
0.00000	-0.01518
0.00000	-0.01390
0.00000	-0.01583
0.00000	-0.01873
0.00000	-0.01196
0.00000	-0.01680
0.00000	-0.01454
0.00000	-0.01841
0.00000	-0.01486
0.00000	-0.01663
0.00000	-0.01953
0.00000	-0.01712
0.00000	-0.01035
0.00000	-0.01760
0.00000	-0.01841
0.00000	-0.01631
0.00000	-0.01905
0.00000	-0.01373
0.00000	-0.01792
0.00000	-0.01841
0.00000	-0.01551
0.00000	-0.01083
0.00000	-0.01647
0.00000	-0.01486
0.00000	-0.01373
0.00000	-0.01631
0.00000	-0.01390
0.00000	-0.01857
0.00000	-0.01567
0.00000	-0.01663
0.00000	-0.01615
0.00000	-0.01953
0.00000	-0.01631
0.00000	-0.01663
0.00000	-0.01986
0.00000	-0.01680
0.00000	-0.01712
0.00000	-0.01132
0.00000	-0.01712
0.00000	-0.01551
0.00000	-0.01873
0.00000	-0.01341
0.00000	-0.01390
0.00000	-0.01744
0.00000	-0.01631
0.00000	-0.01615
0.00000	-0.01309
0.00000	-0.01406
0.00000	-0.02002
0.00000	-0.01583
0.00000	-0.01261
0.00000	-0.01196
0.00000	-0.01712
0.00000	-0.01502
0.00000	-0.01196
0.00000	-0.01599
0.00000	-0.01196
0.00000	-0.01100
0.00000	-0.01599
0.00000	-0.01518
0.00000	-0.01422
0.00000	-0.01535
0.00000	-0.01615
0.00000	-0.01663
0.00000	-0.01599
0.00000	-0.01680
0.00000	-0.01470
0.00000	-0.01583
0.00000	-0.01744
0.00000	-0.01454
0.00000	-0.01599
0.00000	-0.01390
0.00000	-0.01535
0.00000	-0.01518
0.00000	-0.01535
0.00000	-0.01583
0.00000	-0.01728
0.00000	-0.01309
0.00000	-0.01502
0.00000	-0.01647
0.00000	-0.01357
0.00000	-0.01583
0.00000	-0.01825
0.00000	-0.01535
0.00000	-0.01406
0.00000	-0.01760
0.00000	-0.01551
0.00000	-0.01470
0.00000	-0.01712
0.00000	-0.01486
0.00000	-0.01245
0.00000	-0.01631
0.00000	-0.01825
0.00000	-0.01390
0.00000	-0.01406
0.00000	-0.01454
0.00000	-0.01905
0.00000	-0.01228
0.00000	-0.01406
0.00000	-0.01728
0.00000	-0.01502
0.00000	-0.01599
0.00000	-0.01486
0.00000	-0.01696
0.00000	-0.01680
0.00000	-0.01196
0.00000	-0.01696
0.00000	-0.01583
0.00000	-0.01390
0.00000	-0.01454
0.00000	-0.01438
0.00000	-0.01696
0.00000	-0.01873
0.00000	-0.02163
0.00000	-0.01325
0.00000	-0.01808
0.00000	-0.01196
0.00000	-0.01615
0.00000	-0.01873
0.00000	-0.01261
0.00000	-0.01615
0.00000	-0.01712
0.00000	-0.01953
0.00000	-0.01776
0.00000	-0.01148
0.00000	-0.01406
0.00000	-0.01776
0.00000	-0.01357
0.00000	-0.01148
0.00000	-0.01502
0.00000	-0.01357
0.00000	-0.01502
0.00000	-0.01631
0.00000	-0.01712
0.00000	-0.01454
0.00000	-0.01341
0.00000	-0.01857
0.00000	-0.01454
0.00000	-0.01470
0.00000	-0.01728
0.00000	-0.01325
0.00000	-0.01889
0.00000	-0.01325
0.00000	-0.01808
0.00000	-0.01680
0.00000	-0.01696
0.00000	-0.01825
0.00000	-0.01390
0.00000	-0.01599
0.00000	-0.01486
0.00000	-0.01341
0.00000	-0.01148
0.00000	-0.01502
0.00000	-0.01535
0.00000	-0.01680
0.00000	-0.01518
0.00000	-0.01390
0.00000	-0.01841
0.00000	-0.01905
0.00000	-0.01583
0.00000	-0.01470
0.00000	-0.01518
0.00000	-0.01470
0.00000	-0.01422
0.00000	-0.01518
0.00000	-0.02034
0.00000	-0.01518
0.00000	-0.01889
0.00000	-0.01502
0.00000	-0.01615
0.00000	-0.01680
0.00000	-0.01454
0.00000	-0.01438
0.00000	-0.01325
0.00000	-0.01776
0.00000	-0.01261
0.00000	-0.01760
0.00000	-0.02163
0.00000	-0.01100
0.00000	-0.01535
0.00000	-0.01486
0.00000	-0.01470
0.00000	-0.01390
0.00000	-0.01261
0.00000	-0.01422
0.00000	-0.01470
0.00000	-0.01132
0.00000	-0.01454
0.00000	-0.01760
0.00000	-0.01277
0.00000	-0.01680
0.00000	-0.01696
0.00000	-0.01518
0.00000	-0.01100
0.00000	-0.01067
0.00000	-0.01454
0.00000	-0.01567
0.00000	-0.01502
0.00000	-0.01196
0.00000	-0.01438
0.00000	-0.01970
0.00000	-0.01535
0.00000	-0.00938
0.00000	-0.01116
0.00000	-0.01615
0.00000	-0.01696
0.00000	-0.01196
0.00000	-0.01132
0.00000	-0.01518
0.00000	-0.01373
0.00000	-0.01083
0.00000	-0.01857
0.00000	-0.01535
0.00000	-0.01647
0.00000	-0.01663
0.00000	-0.01518
0.00000	-0.01325
0.00000	-0.01760
0.00000	-0.01551
0.00000	-0.01535
0.00000	-0.01438
0.00000	-0.01357
0.00000	-0.01841
0.00000	-0.01470
0.00000	-0.01792
0.00000	-0.02002
0.00000	-0.01341
0.00000	-0.01502
0.00000	-0.01357
0.00000	-0.01325
0.00000	-0.01341
0.00000	-0.01567
0.00000	-0.01373
0.00000	-0.01245
0.00000	-0.01486
0.00000	-0.01390
0.00000	-0.01792
0.00000	-0.01325
0.00000	-0.01406
0.00000	-0.01438
0.00000	-0.01631
0.00000	-0.01728
0.00000	-0.01180
0.00000	-0.01567
0.00000	-0.01373
0.00000	-0.01470
0.00000	-0.01502
0.00000	-0.01583
0.00000	-0.01486
0.00000	-0.01067
0.01035	-0.01486
0.01035	-0.01502
0.02070	-0.01873
0.03104	-0.01744
0.05174	-0.01228
0.07244	-0.01518
0.08279	-0.01535
0.09313	-0.01019
0.10348	-0.01373
0.10348	-0.01325
0.11383	-0.01325
0.12418	-0.01422
0.12418	-0.01663
0.12418	-0.01341
0.13453	-0.02018
0.13453	-0.01712
0.13453	-0.01470
0.14487	-0.01132
0.15522	-0.01808
0.15522	-0.01486
0.16557	-0.01583
0.16557	-0.01486
0.17592	-0.01728
0.20696	-0.01502
0.24836	-0.01309
0.30010	-0.01599
0.36219	-0.01663
0.40358	-0.01647
0.43462	-0.01583
0.48637	-0.01583
0.53811	-0.01406
0.57950	-0.01293
0.62089	-0.01728
0.65194	-0.01357
0.69333	-0.01535
0.72437	-0.01373
0.75542	-0.01341
0.78646	-0.01583
0.82786	-0.01116
0.86925	-0.01325
0.93134	-0.01116
0.97273	-0.00777
1.01412	-0.01567
1.09691	-0.01325
1.16935	-0.01261
1.24178	-0.01357
1.30387	-0.01293
1.36596	-0.01164
1.42805	-0.01132
1.50049	-0.01245
1.57293	-0.01712
1.63501	-0.01083
1.67641	-0.01245
1.71780	-0.01470
1.77989	-0.01245
1.84198	-0.01390
1.89372	-0.01857
1.93511	-0.01889
1.98685	-0.01422
2.02825	-0.01341
2.09034	-0.01470
2.14208	-0.01196
2.20417	-0.01615
2.24556	-0.01518
2.28695	-0.02082
2.34904	-0.01728
