Black Body Radiation Experiment Wed, Sep 23, 2020 11:47 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.01003
0.00000	-0.01116
0.00000	-0.00987
0.00000	-0.01067
0.00000	-0.00600
0.00000	-0.00761
0.00000	-0.01261
0.00000	-0.01067
0.00000	-0.00922
0.00000	-0.00890
0.00000	-0.00922
0.00000	-0.01277
0.00000	-0.01164
0.00000	-0.01212
0.00000	-0.00681
0.00000	-0.00745
0.00000	-0.01035
0.00000	-0.01180
0.00000	-0.00955
0.00000	-0.01309
0.00000	-0.01277
0.00000	-0.00955
0.00000	-0.01309
0.00000	-0.01406
0.00000	-0.00681
0.00000	-0.00794
0.00000	-0.01100
0.00000	-0.01148
0.00000	-0.00938
0.00000	-0.01035
0.00000	-0.01438
0.00000	-0.00826
0.00000	-0.00842
0.00000	-0.00504
0.00000	-0.00987
0.00000	-0.01132
0.00000	-0.01051
0.00000	-0.00971
0.00000	-0.01357
0.00000	-0.01051
0.00000	-0.00616
0.00000	-0.01003
0.00000	-0.00971
0.00000	-0.00794
0.00000	-0.00745
0.00000	-0.00842
0.00000	-0.01100
0.00000	-0.01245
0.00000	-0.00987
0.00000	-0.01373
0.00000	-0.00955
0.00000	-0.00906
0.00000	-0.00745
0.00000	-0.00922
0.00000	-0.00906
0.00000	-0.00874
0.00000	-0.01212
0.00000	-0.01019
0.00000	-0.01067
0.00000	-0.01277
0.00000	-0.00697
0.00000	-0.01051
0.00000	-0.01132
0.00000	-0.00713
0.00000	-0.00955
0.00000	-0.00858
0.00000	-0.00858
0.00000	-0.01180
0.00000	-0.00117
0.00000	-0.00794
0.00000	-0.01003
0.00000	-0.01083
0.00000	-0.01196
0.00000	-0.00842
0.00000	-0.01212
0.00000	-0.01051
0.00000	-0.01051
0.00000	-0.00890
0.00000	-0.01019
0.00000	-0.00761
0.00000	-0.01406
0.00000	-0.00600
0.00000	-0.01051
0.00000	-0.01277
0.00000	-0.01067
0.00000	-0.00938
0.00000	-0.01132
0.00000	-0.01261
0.00000	-0.00971
0.00000	-0.01180
0.00000	-0.00681
0.00000	-0.00842
0.00000	-0.01116
0.00000	-0.01180
0.00000	-0.00858
0.00000	-0.01277
0.00000	-0.01148
0.00000	-0.01083
0.00000	-0.01003
0.00000	-0.01228
0.00000	-0.01019
0.00000	-0.01132
0.00000	-0.01212
0.00000	-0.01325
0.00000	-0.01180
0.00000	-0.00745
0.00000	-0.00632
0.00000	-0.01100
0.00000	-0.00649
0.00000	-0.00826
0.00000	-0.00761
0.00000	-0.01067
0.00000	-0.01406
0.00000	-0.00922
0.00000	-0.00520
0.00000	-0.01067
0.00000	-0.01245
0.00000	-0.01116
0.00000	-0.00906
0.00000	-0.01341
0.00000	-0.01357
0.00000	-0.01470
0.00000	-0.00697
0.00000	-0.00890
0.00000	-0.01293
0.00000	-0.00874
0.00000	-0.00987
0.00000	-0.01019
0.00000	-0.00955
0.00000	-0.01132
0.00000	-0.01438
0.00000	-0.01164
0.00000	-0.01164
0.00000	-0.01293
0.00000	-0.01051
0.00000	-0.00874
0.00000	-0.00971
0.00000	-0.00858
0.00000	-0.01035
0.00000	-0.00874
0.00000	-0.00777
0.00000	-0.01148
0.00000	-0.01100
0.00000	-0.00955
0.00000	-0.01003
0.00000	-0.01019
0.00000	-0.01116
0.00000	-0.01245
0.00000	-0.01422
0.00000	-0.00794
0.00000	-0.01148
0.00000	-0.01373
0.00000	-0.00987
0.00000	-0.01003
0.00000	-0.00600
0.00000	-0.01196
0.00000	-0.01293
0.00000	-0.01132
0.00000	-0.00922
0.00000	-0.01083
0.00000	-0.01518
0.00000	-0.00987
0.00000	-0.01083
0.00000	-0.01357
0.00000	-0.00987
0.00000	-0.00906
0.00000	-0.01422
0.00000	-0.00955
0.00000	-0.00906
0.00000	-0.01196
0.00000	-0.00890
0.00000	-0.01422
0.00000	-0.01164
0.00000	-0.01019
0.00000	-0.01003
0.00000	-0.01051
0.00000	-0.01051
0.00000	-0.00810
0.00000	-0.01341
0.00000	-0.00810
0.00000	-0.00938
0.00000	-0.01164
0.00000	-0.00600
0.00000	-0.00874
0.01035	-0.00971
0.01035	-0.01583
0.01035	-0.01196
0.04139	-0.01245
0.08279	-0.01228
0.13453	-0.01148
0.14487	-0.00794
0.16557	-0.01422
0.17592	-0.01035
0.18627	-0.01293
0.21731	-0.00858
0.25870	-0.00874
0.28975	-0.00133
0.31045	-0.01228
0.33114	-0.00761
0.33114	-0.01261
0.34149	-0.00971
0.43462	-0.01325
0.57950	-0.01051
0.78646	-0.01261
0.96238	-0.00842
1.09691	-0.00987
1.20039	-0.01116
1.28318	-0.00810
1.36596	-0.01035
1.45910	-0.00971
1.57293	-0.01293
1.69710	-0.00761
1.82128	-0.00439
1.93511	-0.01228
2.01790	-0.01019
2.10068	-0.00794
2.19382	-0.00794
2.29730	-0.01003
2.38009	-0.00794
2.47322	-0.01164
2.56635	-0.01148
2.64914	-0.01100
2.74227	-0.01132
2.81471	-0.00955
2.89749	-0.01228
2.98028	-0.01212
3.05272	-0.01067
3.12516	-0.00922
3.20794	-0.01164
3.28038	-0.01100
3.35282	-0.00665
3.42525	-0.00745
3.48734	-0.01003
3.54943	-0.00858
3.62187	-0.00713
3.68396	-0.01035
3.75640	-0.00858
3.83918	-0.00874
3.90127	-0.00584
3.96336	-0.01003
4.02545	-0.00955
4.08754	-0.00890
4.15997	-0.01293
4.21172	-0.01438
4.28415	-0.01035
4.34624	-0.00938
4.40833	-0.01261
4.48077	-0.00777
4.54286	-0.00761
4.61530	-0.01019
4.68773	-0.01341
4.74982	-0.00890
4.81191	-0.01228
4.87400	-0.01180
4.93609	-0.00826
4.99818	-0.00745
5.07062	-0.00729
5.13271	-0.00938
5.21549	-0.00536
5.28793	-0.00810
5.36037	-0.00987
5.43280	-0.00906
5.51559	-0.00665
5.59837	-0.00681
5.69151	-0.01019
5.78464	-0.00858
5.86743	-0.00713
5.95021	-0.00423
6.04335	-0.00681
6.12613	-0.00922
6.20892	-0.00616
6.29170	-0.01051
6.37449	-0.00729
