Black Body Radiation Experiment Wed, Sep 23, 2020 12:04 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.22751
0.00000	-0.23927
0.00000	-0.22010
0.00000	-0.23508
0.00000	-0.24652
0.00000	-0.22074
0.00000	-0.21946
0.00000	-0.23814
0.00000	-0.25232
0.00000	-0.25522
0.00000	-0.24249
0.00000	-0.23718
0.00000	-0.22815
0.00000	-0.23637
0.00000	-0.23847
0.00000	-0.24233
0.00000	-0.21333
0.00000	-0.24749
0.00000	-0.23557
0.00000	-0.24185
0.00000	-0.23863
0.00000	-0.23557
0.00000	-0.24910
0.00000	-0.25248
0.00000	-0.23154
0.00000	-0.24378
0.00000	-0.23621
0.00000	-0.23621
0.00000	-0.21688
0.00000	-0.24169
0.00000	-0.23975
0.00000	-0.25474
0.00000	-0.24588
0.00000	-0.22526
0.00000	-0.24861
0.00000	-0.25490
0.00000	-0.23750
0.00000	-0.22944
0.00000	-0.23138
0.00000	-0.23363
0.00000	-0.22252
0.00000	-0.21833
0.00000	-0.24088
0.00000	-0.23943
0.00000	-0.22832
0.00000	-0.22687
0.00000	-0.24249
0.00000	-0.24861
0.00000	-0.22477
0.00000	-0.22751
0.00000	-0.23605
0.00000	-0.23363
0.00000	-0.23267
0.00000	-0.23444
0.00000	-0.24072
0.00000	-0.22268
0.00000	-0.22107
0.00000	-0.24443
0.00000	-0.23637
0.00000	-0.22236
0.00000	-0.22026
0.00000	-0.23975
0.00000	-0.23122
0.00000	-0.22912
0.00000	-0.23444
0.00000	-0.24974
0.00000	-0.22654
0.00000	-0.22058
0.00000	-0.23863
0.00000	-0.23524
0.00000	-0.22026
0.00000	-0.21720
0.00000	-0.23814
0.00000	-0.23315
0.00000	-0.21897
0.00000	-0.22397
0.00000	-0.24555
0.00000	-0.21672
0.00000	-0.21269
0.00000	-0.21817
0.00000	-0.22123
0.00000	-0.21801
0.00000	-0.19884
0.00000	-0.21446
0.00000	-0.21124
0.00000	-0.21430
0.00000	-0.22687
0.00000	-0.21237
0.00000	-0.20979
0.00000	-0.22219
0.00000	-0.22977
0.00000	-0.21188
0.00000	-0.20608
0.00000	-0.21704
0.00000	-0.21575
0.00000	-0.20576
0.00000	-0.21398
0.00000	-0.22574
0.00000	-0.24539
0.00000	-0.22477
0.00000	-0.21494
0.00000	-0.22219
0.00000	-0.23218
0.00000	-0.21946
0.00000	-0.21623
0.00000	-0.23975
0.00000	-0.22542
0.00000	-0.21752
0.00000	-0.20689
0.00000	-0.22187
0.00000	-0.22606
0.00000	-0.23669
0.00000	-0.21607
0.00000	-0.22171
0.00000	-0.23186
0.00000	-0.22832
0.00000	-0.22590
0.00000	-0.21575
0.00000	-0.24056
0.00000	-0.22848
0.00000	-0.20786
0.00000	-0.22477
0.00000	-0.23234
0.00000	-0.23250
0.00000	-0.22348
0.00000	-0.22284
0.00000	-0.23170
0.00000	-0.23025
0.00000	-0.23476
0.00000	-0.20770
0.00000	-0.20641
0.00000	-0.21784
0.00000	-0.23540
0.00000	-0.22671
0.00000	-0.20850
0.00000	-0.21317
0.00000	-0.23250
0.00000	-0.22912
0.00000	-0.22107
0.00000	-0.21398
0.00000	-0.23557
0.00000	-0.22783
0.00000	-0.21881
0.00000	-0.21704
0.00000	-0.22203
0.00000	-0.23041
0.00000	-0.21929
0.00000	-0.20254
0.00000	-0.23573
0.00000	-0.23009
0.00000	-0.22284
0.00000	-0.21591
0.00000	-0.22526
0.00000	-0.21897
0.00000	-0.21946
0.00000	-0.20915
0.00000	-0.22815
0.00000	-0.23379
0.00000	-0.21124
0.00000	-0.23798
0.00000	-0.22848
0.00000	-0.22300
0.00000	-0.22364
0.00000	-0.22864
0.00000	-0.21027
0.00000	-0.20770
0.00000	-0.21430
0.00000	-0.22509
0.00000	-0.21317
0.00000	-0.20496
0.00000	-0.23540
0.00000	-0.22332
0.00000	-0.20592
0.00000	-0.21221
0.00000	-0.20431
0.00000	-0.21833
0.00000	-0.21350
0.00000	-0.21398
0.00000	-0.22010
0.01035	-0.22719
0.01035	-0.20415
0.01035	-0.20415
0.01035	-0.21333
0.01035	-0.22413
0.01035	-0.23218
0.01035	-0.21462
0.01035	-0.22960
0.01035	-0.21301
0.01035	-0.20979
0.01035	-0.21124
0.01035	-0.22268
0.01035	-0.22332
0.01035	-0.20737
0.02070	-0.22219
0.03104	-0.22477
0.03104	-0.22429
0.05174	-0.22010
0.06209	-0.21897
0.08279	-0.21623
0.11383	-0.20898
0.14487	-0.20737
0.21731	-0.21350
0.27940	-0.21801
0.38288	-0.21269
0.47602	-0.21156
0.57950	-0.21011
0.68298	-0.21897
0.79681	-0.19465
0.92099	-0.21366
1.09691	-0.22671
1.20039	-0.23025
1.28318	-0.22928
1.36596	-0.21543
1.45910	-0.22687
1.55223	-0.21285
1.63501	-0.21092
1.72815	-0.21043
1.82128	-0.21736
1.91442	-0.21333
2.01790	-0.21978
2.12138	-0.21076
2.20417	-0.22042
2.29730	-0.21124
2.35939	-0.21511
2.42148	-0.21414
2.47322	-0.20786
2.53531	-0.21060
2.60775	-0.20737
2.71123	-0.20931
2.80436	-0.20979
2.89749	-0.20737
2.96993	-0.20431
3.03202	-0.21639
3.10446	-0.20898
3.16655	-0.20125
3.23899	-0.20576
3.34247	-0.21027
3.42525	-0.21156
3.53908	-0.22268
3.61152	-0.21285
3.70465	-0.21865
3.78744	-0.21076
3.87023	-0.22397
3.96336	-0.22461
4.03580	-0.23105
4.10823	-0.22139
4.19102	-0.22429
4.27380	-0.22284
4.37729	-0.20689
4.49112	-0.21591
4.61530	-0.21768
4.73947	-0.21913
4.86365	-0.20173
4.97748	-0.21994
5.10166	-0.21543
5.20514	-0.21559
5.33967	-0.22493
5.44315	-0.20818
5.55698	-0.21301
5.66046	-0.21527
5.77429	-0.21897
5.88812	-0.21350
6.01230	-0.21398
6.12613	-0.20947
6.23996	-0.21140
6.34344	-0.22107
6.43658	-0.21285
6.54006	-0.22526
6.64354	-0.22815
6.75737	-0.22252
6.85051	-0.21962
6.93329	-0.23573
7.02643	-0.22284
7.12991	-0.23009
7.23339	-0.22799
7.34722	-0.23573
7.44035	-0.23041
7.53349	-0.22477
7.62662	-0.23476
7.71975	-0.23685
7.82324	-0.23557
7.92672	-0.22574
8.03020	-0.23299
8.14403	-0.23879
8.23716	-0.24185
8.33030	-0.23895
8.41308	-0.21350
8.49587	-0.24120
8.56831	-0.22654
8.65109	-0.23041
8.74423	-0.22509
8.82701	-0.23315
8.90980	-0.23943
8.98223	-0.23267
9.05467	-0.24249
9.12711	-0.22574
9.20989	-0.23879
9.29268	-0.22960
9.38581	-0.22300
9.46860	-0.23492
9.54104	-0.21124
9.61347	-0.22445
9.69626	-0.22203
9.77905	-0.23524
9.85148	-0.22751
9.93427	-0.23170
10.02740	-0.22171
10.12054	-0.22171
10.21367	-0.23589
10.28611	-0.21511
10.37924	-0.22381
10.46203	-0.21430
10.55516	-0.20915
10.64829	-0.22107
10.72073	-0.20705
10.79317	-0.21269
10.86561	-0.21511
10.92770	-0.20898
10.98978	-0.21446
11.06222	-0.20222
11.12431	-0.21060
11.18640	-0.20093
11.25884	-0.21188
11.33127	-0.21140
11.38302	-0.22832
11.44510	-0.21011
11.50719	-0.21333
11.56928	-0.21430
11.65207	-0.21301
11.72451	-0.21366
11.81764	-0.21011
11.90043	-0.20447
11.96251	-0.20109
12.04530	-0.19400
12.10739	-0.20480
12.20052	-0.20592
12.29366	-0.22268
12.37644	-0.22429
12.44888	-0.20318
12.53167	-0.19900
12.60410	-0.19948
12.68689	-0.19449
12.76967	-0.18305
12.84211	-0.19110
12.93525	-0.19287
13.01803	-0.19610
13.09047	-0.18740
13.17325	-0.18144
13.24569	-0.17145
13.35952	-0.16839
13.45265	-0.16307
13.54579	-0.13214
13.65962	-0.13101
13.76310	-0.11651
13.85623	-0.11684
13.98041	-0.08204
14.06320	-0.06110
14.18738	-0.04273
14.30121	-0.00874
14.44608	0.02815
14.57026	0.09452
14.70479	0.11949
14.83931	0.17829
14.96349	0.23500
15.07732	0.30427
15.21185	0.32393
15.34637	0.38498
15.48090	0.44604
15.62578	0.46199
15.76030	0.49195
15.89483	0.49517
16.01901	0.49388
16.10179	0.48261
16.17423	0.46150
16.24667	0.45506
16.32945	0.43557
16.40189	0.41704
16.48468	0.40512
16.56746	0.36194
16.62955	0.34632
16.70199	0.31039
16.76408	0.28059
16.82617	0.25208
16.89860	0.22711
16.98139	0.19086
17.05383	0.16959
17.11592	0.12706
17.16766	0.11547
17.22975	0.09340
17.30218	0.05699
17.36427	0.04023
17.43671	0.01124
17.51950	0.00254
17.59193	-0.02533
17.65402	-0.03887
17.72646	-0.05852
17.78855	-0.06706
17.85064	-0.08607
17.93342	-0.09171
17.99551	-0.10894
18.06795	-0.11168
18.11969	-0.12570
18.17143	-0.13681
18.22317	-0.14293
18.27491	-0.14777
18.33700	-0.14841
18.38874	-0.15792
18.43014	-0.15727
18.48188	-0.15953
18.53362	-0.17000
18.60606	-0.16517
18.68884	-0.17161
18.76128	-0.16952
18.83372	-0.17322
18.90615	-0.17660
18.97859	-0.17612
19.06138	-0.17451
19.13381	-0.17983
19.20625	-0.16903
19.27869	-0.17080
19.34078	-0.16742
19.41322	-0.17161
19.47531	-0.18450
19.54774	-0.16517
19.60983	-0.17016
19.67192	-0.16790
19.73401	-0.17274
19.79610	-0.16500
19.84784	-0.15518
19.89958	-0.15582
19.94097	-0.16694
20.00306	-0.17435
20.05480	-0.17741
20.11689	-0.16903
20.15829	-0.15663
20.19968	-0.17773
20.25142	-0.17306
20.30316	-0.16839
20.35490	-0.16774
20.40664	-0.16629
20.44804	-0.16694
20.49978	-0.17838
20.54117	-0.15953
20.59291	-0.15727
20.63430	-0.16066
20.68604	-0.15598
20.73778	-0.16694
20.78953	-0.16404
20.84127	-0.16259
20.91370	-0.15276
20.97579	-0.16420
21.03788	-0.15437
21.09997	-0.14890
21.16206	-0.15921
