Black Body Radiation Experiment Wed, Sep 23, 2020 12:35 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.01599
0.00000	-0.01535
0.00000	-0.01663
0.00000	-0.01454
0.00000	-0.01792
0.00000	-0.01744
0.00000	-0.01696
0.00000	-0.01293
0.00000	-0.01470
0.00000	-0.01696
0.00000	-0.01841
0.00000	-0.01583
0.00000	-0.01889
0.00000	-0.01792
0.00000	-0.01325
0.00000	-0.01293
0.00000	-0.01373
0.00000	-0.01953
0.00000	-0.01261
0.00000	-0.01696
0.00000	-0.01744
0.00000	-0.01583
0.00000	-0.01696
0.00000	-0.01744
0.00000	-0.01470
0.00000	-0.01728
0.00000	-0.01744
0.00000	-0.01647
0.00000	-0.01680
0.00000	-0.01228
0.00000	-0.01422
0.00000	-0.01551
0.00000	-0.01406
0.00000	-0.01357
0.00000	-0.01470
0.00000	-0.00906
0.00000	-0.01680
0.00000	-0.01841
0.00000	-0.01615
0.00000	-0.01486
0.00000	-0.01583
0.00000	-0.01647
0.00000	-0.01631
0.00000	-0.01390
0.00000	-0.01808
0.00000	-0.01728
0.00000	-0.01470
0.00000	-0.01277
0.00000	-0.01518
0.00000	-0.01486
0.00000	-0.01422
0.00000	-0.01245
0.00000	-0.01212
0.00000	-0.01470
0.00000	-0.01599
0.00000	-0.01776
0.00000	-0.01422
0.00000	-0.01486
0.00000	-0.01551
0.00000	-0.01970
0.00000	-0.01164
0.00000	-0.01325
0.00000	-0.01470
0.00000	-0.01438
0.00000	-0.01406
0.00000	-0.01309
0.00000	-0.01873
0.00000	-0.01583
0.00000	-0.01100
0.00000	-0.01486
0.00000	-0.01728
0.00000	-0.01422
0.00000	-0.01245
0.00000	-0.01228
0.00000	-0.01535
0.00000	-0.01857
0.00000	-0.01180
0.00000	-0.01438
0.00000	-0.01116
0.00000	-0.01583
0.00000	-0.01567
0.00000	-0.01454
0.00000	-0.01309
0.00000	-0.01921
0.00000	-0.01486
0.00000	-0.01454
0.00000	-0.01551
0.00000	-0.01921
