Black Body Radiation Experiment Wed, Sep 23, 2020 1:08 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.00979
0.00000	0.01188
0.00000	0.01446
0.00000	0.01478
0.00000	0.01414
0.00000	0.01124
0.00000	0.01124
0.00000	0.01397
0.00000	0.01542
0.00000	0.01204
0.00000	0.01107
0.00000	0.01285
0.00000	0.01252
0.00000	0.01188
0.00000	0.00834
0.00000	0.01188
0.00000	0.01285
0.00000	0.01075
0.00000	0.00979
0.00000	0.01381
0.00000	0.01059
0.00000	0.01510
0.00000	0.01059
0.00000	0.01172
0.00000	0.01269
0.00000	0.01542
0.00000	0.01107
0.00000	0.01140
0.00000	0.01059
0.00000	0.01220
0.00000	0.00979
0.00000	0.01349
0.00000	0.01591
0.01035	0.01671
0.01035	0.01236
0.02070	0.01043
0.02070	0.01220
0.02070	0.01236
0.02070	0.01301
0.03104	0.01043
0.03104	0.01220
0.03104	0.01446
0.04139	0.01204
0.05174	0.01107
0.07244	0.00801
0.08279	0.00705
0.08279	0.01107
0.08279	0.01252
0.09313	0.00995
0.09313	0.01317
0.10348	0.01075
0.11383	0.01269
0.13453	0.01156
0.15522	0.00930
0.16557	0.00882
0.18627	0.00302
0.20696	0.01107
0.24836	0.01188
0.27940	0.00817
0.31045	0.00850
0.33114	0.01027
0.35184	0.00995
0.37254	0.01091
0.39323	0.00785
0.40358	0.01140
0.41393	0.00962
0.43462	0.01172
0.45532	0.01220
0.48637	0.01156
0.51741	0.00962
0.54845	0.00689
0.56915	0.01188
0.60020	0.00672
0.63124	0.00834
0.65194	0.00882
0.68298	0.00979
0.71403	0.01301
0.74507	0.00560
0.78646	0.00721
0.79681	0.00946
0.81751	0.00995
0.85890	0.00930
0.90029	0.01075
0.94169	0.00995
0.97273	0.00592
1.01412	0.00850
1.04517	0.00689
1.08656	0.01043
1.12795	0.00834
1.15900	0.00511
1.20039	0.00656
1.23144	0.01091
1.27283	0.00769
1.30387	0.00721
1.32457	0.00850
1.35561	0.01156
1.38666	0.01059
1.41770	0.01043
1.45910	0.00753
1.50049	0.00979
1.54188	0.01140
1.57293	0.01107
1.61432	0.00979
1.65571	0.01124
1.68676	0.00817
1.71780	0.00898
1.74885	0.01478
1.77989	0.01140
1.80059	0.01091
1.83163	0.00898
1.85233	0.00962
1.86268	0.01043
1.88337	0.01220
1.89372	0.00463
1.90407	0.00995
1.92476	0.01091
1.93511	0.00882
1.95581	0.00995
1.97651	0.00882
1.98685	0.00801
2.00755	0.01301
2.01790	0.00689
2.02825	0.00737
2.04894	0.00898
2.06964	0.00898
2.09034	0.01365
2.11103	0.00834
2.14208	0.00769
2.17312	0.00930
2.20417	0.01011
2.23521	0.00689
2.25591	0.00979
2.28695	0.01091
2.32834	0.00689
2.35939	0.00866
2.40078	0.00930
2.43183	0.00817
2.45252	0.01059
2.47322	0.00995
2.50426	0.00946
2.52496	0.01027
2.55600	0.00817
2.57670	0.01204
2.59740	0.00785
2.61809	0.01027
2.63879	0.00898
2.65949	0.00850
2.68018	0.00866
2.72158	0.00946
2.76297	0.00705
2.79401	0.00689
2.82506	0.01140
2.84575	0.00995
2.86645	0.01156
2.86645	0.00672
2.87680	0.01107
2.88715	0.01156
2.90784	0.01301
2.91819	0.01204
2.93889	0.01172
2.95958	0.01204
2.98028	0.01349
3.00098	0.01188
3.02167	0.00946
3.03202	0.01124
3.05272	0.01140
3.06307	0.01269
3.07341	0.01349
3.08376	0.01381
3.09411	0.00962
3.10446	0.01059
3.12516	0.00801
3.13550	0.00753
3.15620	0.01124
3.17690	0.01349
3.19759	0.00817
3.21829	0.01059
3.24933	0.01317
3.28038	0.01027
3.30107	0.01381
3.33212	0.01043
3.36316	0.01027
3.38386	0.00995
3.41490	0.00995
3.44595	0.00640
3.48734	0.01414
3.54943	0.01236
3.60117	0.01236
3.65291	0.01156
3.68396	0.00979
3.73570	0.01059
3.77709	0.01494
3.82883	0.01220
3.88057	0.01526
3.92197	0.01269
3.98406	0.01478
4.04614	0.01252
4.10823	0.01800
4.14963	0.01591
4.20137	0.01220
4.24276	0.01220
4.28415	0.01285
4.31520	0.00962
4.35659	0.00769
4.38764	0.01252
4.41868	0.01027
4.44972	0.01236
4.47042	0.01204
4.49112	0.01075
4.50147	0.01414
4.52216	0.01494
4.54286	0.01752
4.56355	0.01349
4.58425	0.01301
4.59460	0.01285
4.61530	0.01510
4.63599	0.01236
4.65669	0.01494
4.67738	0.01059
4.68773	0.01027
4.70843	0.01156
4.72913	0.01043
4.74982	0.01075
4.76017	0.01075
4.78087	0.00962
4.79121	0.01381
4.81191	0.01091
4.82226	0.01317
4.83261	0.01124
4.85330	0.01043
4.88435	0.01285
4.91539	0.01526
4.95679	0.01204
4.98783	0.01510
5.01888	0.01269
5.04992	0.01639
5.09131	0.01204
5.14305	0.01043
5.17410	0.01462
5.20514	0.01414
5.23619	0.00882
5.26723	0.01349
5.29828	0.01188
5.33967	0.01204
5.37071	0.01865
5.40176	0.01091
5.43280	0.01397
5.44315	0.01236
5.46385	0.01397
5.47420	0.00979
5.48454	0.01430
5.49489	0.01285
5.50524	0.01236
5.51559	0.00898
5.53628	0.01349
5.54663	0.01397
5.55698	0.01365
5.56733	0.01269
5.57768	0.01301
5.58803	0.01510
5.59837	0.01075
5.60872	0.01848
5.62942	0.01252
5.65012	0.01124
5.66046	0.01462
5.68116	0.01591
5.70186	0.01204
5.72255	0.01220
5.74325	0.01091
5.76395	0.01494
5.79499	0.01349
5.81569	0.01043
5.84673	0.01414
5.87778	0.01591
5.92952	0.01397
5.97091	0.01349
6.01230	0.01301
6.05369	0.01140
6.09509	0.01301
6.12613	0.00834
6.16752	0.01220
6.19857	0.01349
6.22961	0.01510
6.26066	0.01559
6.29170	0.01510
6.31240	0.01430
6.34344	0.01269
6.36414	0.01639
6.38484	0.01542
6.40553	0.01655
6.43658	0.01623
6.45727	0.01655
6.48832	0.01414
6.51936	0.01494
6.55041	0.01156
6.58145	0.01236
6.61250	0.01494
6.65389	0.01349
6.68493	0.01462
6.71598	0.01269
6.74702	0.01414
6.77807	0.01317
6.80911	0.01252
6.84016	0.01591
6.86085	0.01333
6.89190	0.01542
6.92294	0.01204
6.95399	0.01575
6.98503	0.01107
7.00573	0.00898
7.03677	0.01446
7.05747	0.01881
7.08851	0.01333
7.10921	0.01059
7.12991	0.01752
7.15060	0.01494
7.17130	0.01140
7.19200	0.01703
7.21269	0.01269
7.22304	0.01703
7.23339	0.01397
7.24374	0.01623
7.25409	0.01510
7.28513	0.01414
7.30583	0.01478
7.32652	0.01542
7.35757	0.01397
7.36792	0.01365
7.38861	0.01784
7.40931	0.01269
7.41966	0.01381
7.43000	0.01462
7.44035	0.01510
7.45070	0.01784
7.46105	0.01559
7.47140	0.01929
7.48175	0.01365
7.50244	0.01945
7.51279	0.01462
7.52314	0.01526
7.53349	0.01414
7.55418	0.01188
7.56453	0.01478
7.57488	0.01397
7.59558	0.01462
7.60592	0.01575
7.61627	0.01494
7.62662	0.01446
7.63697	0.01236
7.64732	0.01269
7.65767	0.01494
7.67836	0.01365
7.69906	0.01204
7.71975	0.01526
7.74045	0.01381
7.76115	0.01446
7.78184	0.01623
7.81289	0.01623
7.83358	0.01285
7.85428	0.01478
7.87498	0.01575
7.90602	0.01623
7.93707	0.01639
7.95776	0.01607
7.98881	0.01285
8.01985	0.01333
8.04055	0.01736
8.07159	0.01800
8.10264	0.01478
8.13368	0.01591
8.17507	0.01526
8.20612	0.01897
8.24751	0.01623
8.28891	0.01993
8.31995	0.01301
8.34065	0.01623
8.37169	0.01703
8.39239	0.01365
8.42343	0.01236
8.44413	0.01430
8.47517	0.01961
8.50622	0.01365
8.54761	0.01655
8.57865	0.01446
8.60970	0.01816
8.63040	0.01542
8.65109	0.01768
8.67179	0.01816
8.70283	0.01639
8.72353	0.01703
8.76492	0.01414
8.78562	0.01236
8.81666	0.01848
8.83736	0.01784
8.85806	0.01752
8.87875	0.01720
8.89945	0.01720
8.92015	0.01542
8.94084	0.01752
8.96154	0.01494
8.99258	0.01446
9.01328	0.01816
9.04432	0.01252
9.07537	0.01993
9.09606	0.01607
9.11676	0.01913
9.12711	0.01591
9.14781	0.02058
9.16850	0.02074
9.20989	0.01703
9.23059	0.01848
9.25129	0.01526
9.27198	0.01269
9.29268	0.01397
9.30303	0.01945
9.32372	0.01816
9.33407	0.01607
9.35477	0.01752
9.36512	0.01526
9.38581	0.01510
9.39616	0.01220
9.41686	0.02042
9.42721	0.01478
9.44790	0.01784
9.45825	0.01671
9.47895	0.01462
9.48930	0.01671
9.50999	0.01494
9.53069	0.01639
9.55139	0.01559
9.58243	0.01397
9.60313	0.01720
9.63417	0.01929
9.66522	0.01881
9.68591	0.01752
9.70661	0.01559
9.72730	0.01961
9.74800	0.01381
9.76870	0.01929
9.78939	0.01865
9.82044	0.01720
9.85148	0.01671
9.88253	0.02171
9.91357	0.01478
9.95496	0.01800
9.99636	0.01607
10.01705	0.02042
10.04810	0.01639
10.06879	0.01800
10.09984	0.01945
10.12054	0.02155
10.14123	0.01929
10.17228	0.02412
10.20332	0.01703
10.24471	0.01832
10.26541	0.01816
10.28611	0.01848
10.30680	0.01897
10.31715	0.02138
10.33785	0.01752
10.36889	0.01832
10.38959	0.02364
10.41029	0.01623
10.43098	0.01752
10.46203	0.01768
10.50342	0.01639
10.53446	0.02187
10.57586	0.01752
10.60690	0.01591
10.63795	0.01800
10.66899	0.02026
10.70003	0.01639
10.73108	0.02026
10.75178	0.01526
10.79317	0.01784
10.81386	0.01881
10.83456	0.01655
10.86561	0.01671
10.88630	0.01736
10.90700	0.01687
10.92770	0.01897
10.94839	0.01993
10.96909	0.02219
11.00013	0.02026
11.02083	0.01816
11.05187	0.01977
11.07257	0.02171
11.10361	0.01832
11.12431	0.01897
11.14501	0.02122
11.16570	0.01929
11.18640	0.01768
11.19675	0.02251
11.21744	0.02364
11.23814	0.02122
11.24849	0.02300
11.25884	0.01768
11.26919	0.02042
11.27953	0.01961
11.27953	0.02106
11.28988	0.01752
11.30023	0.01865
11.31058	0.01993
11.33127	0.01961
11.35197	0.01929
11.37267	0.02300
11.40371	0.02348
11.41406	0.02026
11.43476	0.01961
11.45545	0.02010
11.47615	0.01848
11.50719	0.02010
11.53824	0.02026
11.55894	0.02283
11.58998	0.02251
11.62102	0.02122
11.66242	0.02622
11.69346	0.02348
11.72451	0.02042
11.75555	0.02670
11.78660	0.02283
11.81764	0.02573
11.85903	0.02686
11.89008	0.02267
11.91077	0.02541
11.93147	0.02590
11.95217	0.02767
11.98321	0.02477
12.00391	0.02702
12.02460	0.02557
12.04530	0.02428
12.06600	0.02783
12.08669	0.02541
12.11774	0.02557
12.13843	0.02654
12.16948	0.02541
12.20052	0.02880
12.23157	0.02412
12.27296	0.03137
12.31435	0.02976
12.36609	0.03395
12.38679	0.02783
12.43853	0.03250
12.46958	0.02992
12.49027	0.03669
12.51097	0.03395
12.54201	0.03298
12.55236	0.03540
12.57306	0.03073
12.58341	0.03459
12.60410	0.03927
12.61445	0.03669
12.64550	0.03637
12.67654	0.03685
12.70758	0.03604
12.72828	0.03846
12.74898	0.04007
12.78002	0.03766
12.83176	0.04217
12.86281	0.04072
12.90420	0.04265
12.94559	0.04152
12.97664	0.04555
13.01803	0.04635
13.06977	0.04877
13.11116	0.04603
13.15256	0.05296
13.18360	0.05328
13.22499	0.05683
13.26639	0.05360
13.30778	0.05844
13.33882	0.06343
13.36987	0.05924
13.41126	0.06520
13.43196	0.06907
13.46300	0.07100
13.48370	0.07116
13.50440	0.07600
13.51474	0.07084
13.51474	0.07600
13.52509	0.08115
13.52509	0.08002
13.54579	0.08228
13.54579	0.07712
13.56649	0.07809
13.57683	0.08308
