Black Body Radiation Experiment Wed, Sep 23, 2020 2:43 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.03194
0.00000	-0.03194
0.00000	-0.03323
0.00000	-0.03742
0.00000	-0.03725
0.00000	-0.03419
0.00000	-0.03532
0.00000	-0.03194
0.00000	-0.03274
0.00000	-0.03210
0.00000	-0.03532
0.00000	-0.03452
0.00000	-0.02984
0.00000	-0.03436
0.00000	-0.03484
0.00000	-0.03001
0.00000	-0.03580
0.00000	-0.03500
0.00000	-0.03758
0.00000	-0.03371
0.00000	-0.03677
0.00000	-0.03194
0.00000	-0.03548
0.00000	-0.03725
0.00000	-0.03693
0.00000	-0.03532
0.00000	-0.03436
0.00000	-0.03065
0.00000	-0.03613
0.00000	-0.03742
0.00000	-0.03178
0.00000	-0.03468
0.00000	-0.03452
0.00000	-0.03307
0.00000	-0.03452
0.00000	-0.03371
0.00000	-0.03580
0.00000	-0.03178
0.00000	-0.03001
0.00000	-0.03162
0.00000	-0.03291
0.00000	-0.03258
0.00000	-0.03323
0.00000	-0.03226
0.00000	-0.03162
0.00000	-0.03403
0.00000	-0.03258
0.00000	-0.03339
0.00000	-0.03419
0.00000	-0.03403
0.00000	-0.03500
0.00000	-0.03355
0.00000	-0.03146
0.00000	-0.03436
0.00000	-0.03548
0.00000	-0.03307
0.00000	-0.03500
0.00000	-0.03387
0.00000	-0.03661
0.00000	-0.03790
0.00000	-0.03258
0.00000	-0.03532
0.00000	-0.03661
0.00000	-0.03403
0.00000	-0.03419
0.00000	-0.03307
0.00000	-0.03532
0.00000	-0.03210
0.00000	-0.03484
0.00000	-0.03210
0.00000	-0.03629
0.00000	-0.03532
0.00000	-0.03194
0.00000	-0.03500
0.00000	-0.03790
0.00000	-0.03452
0.00000	-0.03274
0.00000	-0.03323
0.00000	-0.03339
0.00000	-0.03661
0.00000	-0.03194
0.00000	-0.03146
0.00000	-0.03580
0.00000	-0.03645
0.00000	-0.03742
0.00000	-0.03033
0.00000	-0.03580
0.00000	-0.03242
0.00000	-0.03403
0.00000	-0.03564
0.00000	-0.03613
0.00000	-0.03403
0.00000	-0.03742
0.00000	-0.03613
0.00000	-0.03693
0.00000	-0.03468
0.00000	-0.03597
0.00000	-0.03597
0.00000	-0.03146
0.00000	-0.03242
0.00000	-0.03307
0.00000	-0.03516
0.00000	-0.03049
0.00000	-0.03226
0.00000	-0.03307
0.00000	-0.03291
0.00000	-0.02968
0.00000	-0.03065
0.00000	-0.03113
0.00000	-0.02920
0.00000	-0.03307
0.00000	-0.03307
0.00000	-0.03564
0.00000	-0.03258
0.00000	-0.03419
0.00000	-0.03194
0.00000	-0.03081
0.00000	-0.03452
0.00000	-0.03645
0.00000	-0.03226
0.00000	-0.03403
0.00000	-0.03403
0.00000	-0.03500
0.00000	-0.03355
0.00000	-0.03452
0.00000	-0.03258
0.00000	-0.03339
0.00000	-0.03564
0.00000	-0.03371
0.00000	-0.03242
0.00000	-0.03419
0.00000	-0.03307
0.00000	-0.03210
0.00000	-0.03564
0.00000	-0.03113
0.00000	-0.03854
0.00000	-0.03597
0.00000	-0.03822
0.00000	-0.03564
0.00000	-0.03822
0.00000	-0.03146
0.00000	-0.03758
0.00000	-0.03677
0.00000	-0.03049
0.00000	-0.03274
0.00000	-0.03258
0.00000	-0.03484
0.00000	-0.03564
0.00000	-0.03194
0.00000	-0.03709
0.00000	-0.03436
0.00000	-0.03258
0.00000	-0.03774
0.00000	-0.03242
0.00000	-0.03178
0.00000	-0.03419
0.00000	-0.03129
0.00000	-0.03548
0.00000	-0.03242
0.00000	-0.03452
0.00000	-0.03709
0.00000	-0.03484
0.00000	-0.03822
0.00000	-0.03822
0.00000	-0.03645
0.00000	-0.03371
0.00000	-0.03355
0.00000	-0.03194
0.00000	-0.03677
0.00000	-0.03564
0.00000	-0.03500
0.00000	-0.03806
0.00000	-0.03484
0.00000	-0.03516
0.00000	-0.03532
0.00000	-0.03709
0.00000	-0.03532
0.00000	-0.03564
0.00000	-0.03291
0.00000	-0.03387
0.00000	-0.03274
0.00000	-0.03355
0.00000	-0.03371
0.00000	-0.03323
0.00000	-0.03790
0.00000	-0.03468
0.00000	-0.03403
0.00000	-0.03484
0.00000	-0.03452
0.00000	-0.03419
0.00000	-0.03452
0.00000	-0.03564
0.00000	-0.03838
0.00000	-0.03226
0.00000	-0.03661
0.00000	-0.03307
0.00000	-0.03468
0.00000	-0.03291
0.00000	-0.03564
0.00000	-0.03194
0.00000	-0.03065
0.00000	-0.03081
0.00000	-0.03033
0.00000	-0.03242
0.00000	-0.03097
0.00000	-0.03516
0.01035	-0.03178
0.01035	-0.03113
0.01035	-0.03194
0.01035	-0.03129
0.01035	-0.03355
0.02070	-0.03194
0.02070	-0.03146
0.02070	-0.03307
0.02070	-0.03500
0.02070	-0.03403
0.02070	-0.03291
0.02070	-0.03661
0.02070	-0.03693
0.02070	-0.03097
0.02070	-0.03162
0.02070	-0.03323
0.02070	-0.03146
0.02070	-0.03081
0.02070	-0.03194
0.02070	-0.03387
0.02070	-0.03436
0.02070	-0.02888
0.02070	-0.03307
0.02070	-0.03017
0.02070	-0.03146
0.02070	-0.03500
0.02070	-0.03242
0.02070	-0.03210
0.02070	-0.03210
0.02070	-0.03017
0.02070	-0.03516
0.02070	-0.03274
0.02070	-0.03258
0.02070	-0.03355
0.02070	-0.03355
0.02070	-0.03097
0.02070	-0.02968
0.02070	-0.03146
0.02070	-0.03291
0.02070	-0.03129
0.02070	-0.03291
0.02070	-0.03097
0.02070	-0.03323
0.02070	-0.03146
0.02070	-0.02936
0.02070	-0.03146
0.02070	-0.03258
0.03104	-0.03210
0.03104	-0.03081
0.03104	-0.03323
0.03104	-0.03725
0.03104	-0.03291
0.03104	-0.03194
0.03104	-0.03258
0.05174	-0.03129
0.08279	-0.02984
0.10348	-0.02872
0.11383	-0.02984
0.13453	-0.03146
0.15522	-0.02823
0.17592	-0.03081
0.21731	-0.03081
0.24836	-0.02807
0.26905	-0.03387
0.30010	-0.03323
0.32079	-0.03323
0.36219	-0.03129
0.39323	-0.02984
0.43462	-0.03097
0.47602	-0.03194
0.51741	-0.02952
0.55880	-0.03258
0.58985	-0.02839
0.62089	-0.03097
0.65194	-0.02936
0.68298	-0.03226
0.72437	-0.03468
0.75542	-0.03017
0.78646	-0.02904
0.81751	-0.03484
0.85890	-0.02856
0.87960	-0.03597
0.92099	-0.02936
0.96238	-0.03323
1.01412	-0.02743
1.06586	-0.02856
1.13830	-0.03403
1.19004	-0.03146
1.22109	-0.03001
1.26248	-0.03371
1.30387	-0.02968
1.36596	-0.03436
1.41770	-0.03371
1.45910	-0.02856
1.50049	-0.03162
1.54188	-0.03033
1.58327	-0.03564
1.62467	-0.03258
1.68676	-0.03580
1.73850	-0.03194
1.80059	-0.03033
1.84198	-0.03597
1.89372	-0.03178
1.95581	-0.03001
2.00755	-0.02517
2.05929	-0.02694
2.13173	-0.03210
2.20417	-0.03113
2.26625	-0.03113
2.33869	-0.03516
2.36974	-0.03162
2.44217	-0.03049
2.49392	-0.02920
2.55600	-0.02823
2.61809	-0.03323
2.69053	-0.02791
2.75262	-0.03049
2.81471	-0.03307
2.86645	-0.03484
2.92854	-0.03017
2.99063	-0.03162
3.06307	-0.02839
3.14585	-0.02807
3.20794	-0.02823
3.27003	-0.03226
3.32177	-0.02823
3.37351	-0.02630
3.41490	-0.02936
3.45630	-0.03194
3.50804	-0.03129
3.54943	-0.03033
3.59082	-0.03017
3.63222	-0.03452
3.68396	-0.02839
3.74605	-0.03065
3.80814	-0.02839
3.87023	-0.03178
3.93231	-0.02823
3.99440	-0.02791
4.05649	-0.02984
4.10823	-0.02936
4.15997	-0.02694
4.21172	-0.02968
4.26346	-0.03129
4.31520	-0.03001
4.36694	-0.03097
4.40833	-0.02711
4.43938	-0.02694
4.48077	-0.03033
4.51181	-0.03146
4.54286	-0.03049
4.57390	-0.02791
4.60495	-0.02630
4.63599	-0.02952
4.66704	-0.02694
4.70843	-0.03194
4.76017	-0.03049
4.81191	-0.03258
4.86365	-0.03146
4.90504	-0.03162
4.96713	-0.02630
5.01888	-0.02743
