Black Body Radiation Experiment Wed, Sep 23, 2020 11:34 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.02115
0.00000	-0.02259
0.00000	-0.01712
0.00000	-0.01873
0.00000	-0.01986
0.00000	-0.01647
0.00000	-0.02115
0.00000	-0.02195
0.00000	-0.01760
0.00000	-0.01889
0.00000	-0.02147
0.00000	-0.02034
0.00000	-0.01889
0.00000	-0.02034
0.00000	-0.02034
0.00000	-0.02131
0.00000	-0.01712
0.00000	-0.02066
0.00000	-0.01808
0.00000	-0.01663
0.00000	-0.01744
0.00000	-0.02179
0.00000	-0.01889
0.00000	-0.01583
0.00000	-0.02308
0.00000	-0.02163
0.00000	-0.02066
0.00000	-0.02034
0.00000	-0.02115
0.00000	-0.01647
0.00000	-0.01921
0.00000	-0.02002
0.00000	-0.02002
0.00000	-0.02131
0.00000	-0.02050
0.00000	-0.01744
0.00000	-0.02163
0.00000	-0.01857
0.00000	-0.01760
0.00000	-0.01728
0.00000	-0.01937
0.00000	-0.01744
0.00000	-0.01583
0.00000	-0.01792
0.00000	-0.02002
0.00000	-0.01825
0.00000	-0.02195
0.00000	-0.01841
0.00000	-0.02485
0.00000	-0.01776
0.00000	-0.01776
0.00000	-0.01744
0.00000	-0.01937
0.00000	-0.01986
0.00000	-0.02179
0.00000	-0.01841
0.00000	-0.01760
0.00000	-0.02050
0.00000	-0.02324
0.00000	-0.02163
0.00000	-0.02147
0.00000	-0.02276
0.00000	-0.01808
0.00000	-0.01986
0.00000	-0.01647
0.00000	-0.01663
0.00000	-0.01857
0.00000	-0.02050
0.00000	-0.02115
0.00000	-0.02243
0.00000	-0.01986
0.00000	-0.01712
0.00000	-0.02034
0.00000	-0.01889
0.00000	-0.01873
0.00000	-0.02050
0.00000	-0.02018
0.00000	-0.01776
0.00000	-0.01905
0.00000	-0.01889
0.00000	-0.02308
0.00000	-0.02018
0.00000	-0.02340
0.00000	-0.01921
0.00000	-0.02115
0.00000	-0.01937
0.00000	-0.01953
0.00000	-0.02147
0.00000	-0.01776
0.00000	-0.02082
0.00000	-0.02356
0.00000	-0.01873
0.00000	-0.01647
0.00000	-0.02082
0.00000	-0.01905
0.00000	-0.01986
0.00000	-0.01776
0.00000	-0.01970
0.00000	-0.01873
0.00000	-0.01889
0.00000	-0.02163
0.00000	-0.02098
0.00000	-0.02227
0.00000	-0.01712
0.00000	-0.02195
0.00000	-0.01728
0.00000	-0.02453
0.00000	-0.01776
0.00000	-0.01792
0.00000	-0.01825
0.00000	-0.01760
0.00000	-0.01825
0.00000	-0.02034
0.00000	-0.01728
0.00000	-0.01937
0.00000	-0.02098
0.00000	-0.01905
0.00000	-0.02002
0.00000	-0.02098
0.00000	-0.02131
0.00000	-0.01857
0.00000	-0.01663
0.00000	-0.01986
0.00000	-0.01680
0.00000	-0.01873
0.00000	-0.02098
0.00000	-0.02243
0.00000	-0.01663
0.00000	-0.02115
0.00000	-0.02066
0.00000	-0.01535
0.00000	-0.01535
0.00000	-0.01486
0.00000	-0.01808
0.00000	-0.02082
0.00000	-0.01986
0.00000	-0.01986
0.00000	-0.01696
0.00000	-0.01454
0.00000	-0.01921
0.00000	-0.02131
0.00000	-0.02404
0.00000	-0.01857
0.00000	-0.01341
0.00000	-0.01647
0.00000	-0.01953
0.00000	-0.01776
0.00000	-0.01535
0.00000	-0.01825
0.00000	-0.01825
0.00000	-0.01857
0.00000	-0.02163
0.00000	-0.01502
0.00000	-0.01728
0.00000	-0.02050
0.00000	-0.01970
0.00000	-0.01889
0.00000	-0.02163
0.00000	-0.01889
0.00000	-0.01953
0.00000	-0.02050
0.00000	-0.02050
0.00000	-0.02066
0.00000	-0.02163
0.00000	-0.01728
0.00000	-0.01937
0.00000	-0.01647
0.00000	-0.01905
0.00000	-0.01921
0.00000	-0.01373
0.00000	-0.01776
0.00000	-0.01970
0.00000	-0.01825
0.00000	-0.01937
0.00000	-0.01776
0.00000	-0.01905
0.00000	-0.01953
0.00000	-0.01744
0.00000	-0.01825
0.00000	-0.02340
0.00000	-0.02147
0.00000	-0.01615
0.00000	-0.01970
0.01035	-0.02227
0.01035	-0.01825
0.01035	-0.01921
0.01035	-0.01631
0.01035	-0.01921
0.01035	-0.02195
0.01035	-0.02002
0.01035	-0.01937
0.01035	-0.02034
0.02070	-0.01776
0.02070	-0.02115
0.02070	-0.01873
0.02070	-0.01728
0.02070	-0.02082
0.02070	-0.01921
0.03104	-0.01454
0.03104	-0.01663
0.03104	-0.01986
0.03104	-0.01422
0.03104	-0.01599
0.03104	-0.02131
0.03104	-0.01825
0.03104	-0.01631
0.03104	-0.01712
0.03104	-0.01615
0.03104	-0.01744
0.03104	-0.01373
0.03104	-0.01760
0.03104	-0.01825
0.03104	-0.01808
0.03104	-0.01680
0.03104	-0.01873
0.03104	-0.01808
0.03104	-0.01905
0.03104	-0.01760
0.03104	-0.02276
0.03104	-0.02372
0.03104	-0.01760
0.03104	-0.01744
0.03104	-0.02066
0.03104	-0.01808
0.03104	-0.01583
0.03104	-0.01776
0.03104	-0.01696
0.03104	-0.01921
0.03104	-0.01518
0.03104	-0.01647
0.03104	-0.01937
0.03104	-0.01712
0.03104	-0.02050
0.03104	-0.01583
0.03104	-0.02388
0.03104	-0.01631
