Black Body Radiation Experiment Wed, Sep 23, 2020 12:40 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.00318
0.00000	-0.00149
0.00000	0.00012
0.00000	0.00012
0.00000	0.00157
0.00000	0.00302
0.00000	-0.00262
0.00000	-0.00230
0.00000	0.00157
0.00000	-0.00101
0.00000	0.00479
0.00000	0.00205
0.00000	0.00527
0.00000	-0.00197
0.00000	0.00189
0.00000	0.00318
0.00000	0.00173
0.00000	0.00350
0.00000	-0.00085
0.00000	-0.00117
0.00000	0.00044
0.00000	0.00173
0.00000	0.00157
0.00000	-0.00310
0.00000	0.00125
0.00000	0.00399
0.00000	0.00093
0.00000	0.00286
0.00000	-0.00294
0.00000	0.00157
0.00000	-0.00004
0.00000	-0.00117
0.00000	-0.00165
0.00000	-0.00294
0.00000	-0.00052
0.00000	-0.00423
0.00000	0.00254
0.00000	-0.00085
0.00000	0.00366
0.00000	-0.00310
0.00000	0.00012
0.00000	0.00189
0.00000	0.00125
0.00000	0.00286
0.00000	0.00350
0.00000	0.00479
0.00000	0.00544
0.00000	-0.00197
0.00000	0.00109
0.00000	0.00221
0.00000	-0.00052
0.00000	0.00109
0.00000	0.00366
0.00000	-0.00197
0.00000	0.00093
0.00000	-0.00117
0.00000	0.00044
0.00000	-0.00085
0.00000	0.00205
0.00000	0.00286
0.00000	0.00334
0.00000	0.00141
0.00000	0.00012
0.00000	0.00302
0.00000	0.00447
0.00000	0.00028
0.00000	0.00205
0.00000	0.00238
0.00000	0.00028
0.00000	-0.00020
0.00000	0.00431
0.00000	0.00238
0.00000	0.00366
0.00000	0.00415
0.00000	0.00350
0.00000	0.00479
0.00000	0.00076
0.00000	0.00141
0.00000	0.00302
0.00000	0.00221
0.00000	0.00221
0.00000	0.00238
0.00000	0.00463
0.00000	0.00383
0.00000	0.00205
0.00000	0.00189
0.00000	0.00060
0.00000	0.00576
0.00000	0.00221
0.00000	-0.00230
0.00000	-0.00101
0.00000	0.00221
0.00000	0.00238
0.00000	-0.00004
0.00000	-0.00117
0.00000	0.00189
0.00000	-0.00020
0.00000	-0.00181
0.00000	0.00221
0.00000	-0.00085
0.00000	0.00157
0.00000	0.00125
0.00000	0.00270
0.00000	0.00173
0.00000	0.00093
0.00000	0.00173
0.00000	0.00205
0.00000	0.00060
0.00000	-0.00326
0.00000	0.00060
0.00000	0.00350
0.00000	-0.00004
0.00000	-0.00117
0.00000	0.00189
0.00000	0.00109
0.00000	-0.00117
0.00000	0.00302
0.00000	0.00302
0.00000	-0.00214
0.00000	0.00511
0.00000	0.00415
0.00000	0.00254
0.00000	0.00286
0.00000	0.00270
0.00000	0.00238
0.00000	0.00189
0.00000	0.00431
0.00000	0.00366
0.00000	0.00221
0.00000	0.00592
0.00000	0.00576
0.00000	0.00511
0.00000	0.00189
0.00000	0.00254
0.00000	0.00672
0.00000	0.00157
0.00000	0.00157
0.00000	0.00270
0.00000	-0.00069
0.00000	0.00044
0.00000	0.00076
0.00000	0.00044
0.00000	-0.00085
0.00000	-0.00101
0.00000	0.00173
0.00000	0.00318
0.00000	0.00495
0.00000	0.00334
0.00000	0.00238
0.00000	0.00141
0.00000	0.00076
0.00000	-0.00133
0.01035	0.00286
0.02070	0.00592
0.02070	0.00221
0.03104	0.00173
0.03104	0.00254
0.03104	0.00560
0.03104	0.00093
0.03104	0.00334
0.03104	0.00044
0.03104	0.00238
0.03104	-0.00117
0.03104	0.00576
0.03104	-0.00036
0.03104	0.00479
0.03104	0.00463
0.03104	0.00157
0.03104	0.00270
0.03104	-0.00117
0.03104	0.00125
