Black Body Radiation Experiment Wed, Sep 23, 2020 3:11 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.03008
0.00000	0.03250
0.00000	0.03089
0.00000	0.03202
0.00000	0.03363
0.00000	0.03024
0.00000	0.02960
0.00000	0.02654
0.00000	0.03266
0.00000	0.03282
0.00000	0.02686
0.00000	0.03202
0.00000	0.03169
0.00000	0.02992
0.00000	0.03314
0.00000	0.03508
0.00000	0.02767
0.00000	0.03008
0.00000	0.03137
0.00000	0.03073
0.00000	0.03395
0.00000	0.02847
0.00000	0.02912
0.00000	0.03073
0.00000	0.03024
0.00000	0.03218
0.00000	0.03073
0.00000	0.03314
0.00000	0.03121
0.00000	0.03331
0.00000	0.03057
0.01035	0.02912
0.01035	0.03427
0.01035	0.03008
0.01035	0.03008
0.01035	0.03508
0.01035	0.02960
0.01035	0.03169
0.01035	0.02702
0.04139	0.03218
0.08279	0.03153
0.12418	0.03218
0.14487	0.02880
0.18627	0.03556
0.22766	0.03169
0.30010	0.03524
0.34149	0.03379
0.37254	0.03556
0.40358	0.03395
0.43462	0.03250
0.45532	0.03202
0.47602	0.03186
0.49671	0.02944
0.51741	0.03282
0.55880	0.03508
0.63124	0.03572
0.72437	0.03411
0.80716	0.03121
0.87960	0.02976
0.97273	0.02976
1.05552	0.03250
1.12795	0.03202
1.22109	0.03556
1.30387	0.03057
1.39701	0.03395
1.46944	0.03234
1.53153	0.03331
1.59362	0.03121
1.66606	0.02751
1.73850	0.03250
1.81093	0.02815
1.89372	0.03186
1.95581	0.03073
2.00755	0.03314
2.06964	0.03331
2.12138	0.02960
2.18347	0.02992
2.23521	0.03443
2.29730	0.02992
2.38009	0.03008
2.46287	0.03508
2.54566	0.03363
2.62844	0.03169
2.73192	0.03379
2.81471	0.03331
2.88715	0.02928
2.98028	0.03266
3.05272	0.03331
3.12516	0.03282
3.19759	0.03443
3.24933	0.03540
3.31142	0.03089
3.36316	0.03153
3.42525	0.03186
3.48734	0.03041
3.55978	0.03379
3.62187	0.03314
3.68396	0.02912
3.76674	0.03266
3.84953	0.03218
3.94266	0.03250
4.03580	0.03379
4.13928	0.03089
4.23241	0.03524
4.33589	0.03540
4.42903	0.03604
4.52216	0.03363
4.64634	0.03105
4.74982	0.03218
4.84296	0.02718
4.94644	0.03508
5.07062	0.03314
5.16375	0.03395
5.26723	0.03153
5.37071	0.03347
5.47420	0.02573
5.56733	0.03041
5.68116	0.03234
5.73290	0.03137
5.79499	0.03266
5.83638	0.03169
5.87778	0.03331
5.89847	0.03379
5.93986	0.03266
5.98126	0.02992
6.03300	0.03089
6.09509	0.03057
6.16752	0.03073
6.26066	0.03153
6.34344	0.03169
6.43658	0.02976
6.51936	0.03363
6.59180	0.03492
6.66424	0.03202
6.72633	0.03347
6.77807	0.03153
6.82981	0.03202
6.88155	0.03282
6.92294	0.03459
6.96434	0.02976
7.00573	0.03250
7.03677	0.03363
7.06782	0.03427
7.10921	0.03298
7.16095	0.03105
7.20234	0.03266
7.26443	0.03202
7.31617	0.02960
7.38861	0.03282
7.47140	0.02960
7.54383	0.03218
7.61627	0.03588
7.66801	0.03073
7.73010	0.03717
7.78184	0.03073
7.86463	0.03540
7.92672	0.02976
7.97846	0.03218
8.04055	0.03540
8.10264	0.03024
8.17507	0.03363
8.22682	0.03347
8.27856	0.03169
8.33030	0.03621
8.37169	0.03588
8.42343	0.03218
8.47517	0.03234
8.53726	0.03057
8.58900	0.03379
8.64074	0.03153
8.69248	0.03459
8.75457	0.03186
