Black Body Radiation Experiment Wed, Sep 23, 2020 11:30 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.03919
0.00000	-0.04177
0.00000	-0.04144
0.00000	-0.03709
0.00000	-0.04064
0.00000	-0.04225
0.00000	-0.03999
0.00000	-0.03887
0.00000	-0.04193
0.00000	-0.04048
0.00000	-0.04096
0.00000	-0.04547
0.00000	-0.04450
0.00000	-0.04209
0.00000	-0.03870
0.00000	-0.03951
0.00000	-0.03919
0.00000	-0.04128
0.00000	-0.04515
0.00000	-0.03951
0.00000	-0.04241
0.00000	-0.04160
0.00000	-0.03983
0.00000	-0.04515
0.00000	-0.04467
0.00000	-0.04144
0.00000	-0.03951
0.00000	-0.03887
0.00000	-0.03774
0.00000	-0.04112
0.00000	-0.04032
0.00000	-0.04209
0.00000	-0.04209
0.00000	-0.04064
0.00000	-0.04225
0.00000	-0.04225
0.00000	-0.04048
0.00000	-0.03919
0.00000	-0.03564
0.00000	-0.03903
0.00000	-0.03951
0.00000	-0.03887
0.00000	-0.04160
0.00000	-0.03725
0.00000	-0.04434
0.00000	-0.04048
0.00000	-0.04048
0.00000	-0.03854
0.00000	-0.04338
0.00000	-0.04160
0.00000	-0.04048
0.00000	-0.04144
0.00000	-0.04450
0.00000	-0.04112
0.00000	-0.03870
0.00000	-0.04193
0.00000	-0.04048
0.00000	-0.03999
0.00000	-0.03919
0.00000	-0.04338
0.00000	-0.04128
0.00000	-0.03677
0.00000	-0.04032
0.00000	-0.03983
0.00000	-0.04273
0.00000	-0.03983
0.00000	-0.04257
0.00000	-0.03903
0.00000	-0.03661
0.00000	-0.04032
0.00000	-0.03725
0.00000	-0.03903
0.00000	-0.03725
0.00000	-0.04257
0.00000	-0.03967
0.00000	-0.03709
0.00000	-0.04209
0.00000	-0.04096
0.00000	-0.04257
0.00000	-0.03870
0.00000	-0.04015
0.00000	-0.03790
0.00000	-0.04048
0.00000	-0.03951
0.00000	-0.04128
0.00000	-0.03935
0.00000	-0.03919
0.00000	-0.04096
0.00000	-0.04434
0.00000	-0.04048
0.00000	-0.03645
0.00000	-0.04370
0.00000	-0.04225
0.00000	-0.04015
0.00000	-0.03903
0.00000	-0.03693
0.00000	-0.04144
0.00000	-0.03919
0.00000	-0.03983
0.00000	-0.03919
0.00000	-0.04305
0.00000	-0.04112
0.00000	-0.04322
0.00000	-0.04048
0.00000	-0.03999
0.00000	-0.03935
0.00000	-0.04112
0.00000	-0.03870
0.00000	-0.04177
0.00000	-0.04193
0.00000	-0.04193
0.00000	-0.03822
0.00000	-0.04064
0.00000	-0.03725
0.00000	-0.03967
0.00000	-0.03774
0.00000	-0.03758
0.00000	-0.03903
0.00000	-0.04467
0.00000	-0.03854
0.00000	-0.03903
0.00000	-0.03693
0.00000	-0.04193
0.00000	-0.04209
0.00000	-0.03774
0.00000	-0.03999
0.00000	-0.04128
0.00000	-0.04064
0.00000	-0.04241
0.00000	-0.04354
0.00000	-0.04048
0.00000	-0.04015
0.00000	-0.04015
0.00000	-0.03983
0.00000	-0.04064
0.00000	-0.04064
0.00000	-0.04338
0.00000	-0.03903
0.00000	-0.04305
0.00000	-0.04080
0.00000	-0.03919
0.00000	-0.03919
0.00000	-0.04209
0.00000	-0.04225
0.00000	-0.04015
0.00000	-0.03870
0.00000	-0.03597
0.00000	-0.04483
0.00000	-0.04112
0.00000	-0.03758
0.00000	-0.03870
0.00000	-0.04144
0.00000	-0.04370
0.00000	-0.04338
0.00000	-0.03822
0.00000	-0.03629
0.00000	-0.03887
0.00000	-0.03677
0.00000	-0.03870
0.00000	-0.04483
0.00000	-0.04241
0.00000	-0.03339
0.00000	-0.03887
0.00000	-0.04160
0.00000	-0.04080
0.00000	-0.04080
0.00000	-0.03645
0.00000	-0.03709
0.00000	-0.04225
0.00000	-0.03887
0.00000	-0.04257
0.00000	-0.04241
0.00000	-0.03742
0.00000	-0.03870
0.00000	-0.04160
0.00000	-0.04015
0.00000	-0.03758
0.00000	-0.04193
0.00000	-0.04096
0.00000	-0.04048
0.00000	-0.03903
0.00000	-0.04080
0.00000	-0.04225
0.00000	-0.03742
0.00000	-0.04257
0.00000	-0.03951
0.00000	-0.03725
0.00000	-0.04080
0.00000	-0.03838
0.00000	-0.04048
0.00000	-0.04080
0.00000	-0.03919
0.00000	-0.03758
0.00000	-0.04080
0.00000	-0.03999
0.00000	-0.04048
0.00000	-0.03967
0.00000	-0.04193
0.00000	-0.03629
0.00000	-0.04015
0.00000	-0.04064
0.00000	-0.04032
0.00000	-0.04305
0.00000	-0.04225
0.00000	-0.04225
0.00000	-0.04160
0.00000	-0.03758
0.00000	-0.04160
0.00000	-0.04048
0.00000	-0.03903
0.00000	-0.04032
0.00000	-0.03919
0.00000	-0.04128
0.00000	-0.03919
0.00000	-0.04032
0.00000	-0.04032
0.00000	-0.03919
0.00000	-0.03870
0.00000	-0.03935
0.00000	-0.03935
0.00000	-0.03967
0.01035	-0.03999
0.02070	-0.04418
0.03104	-0.04193
0.05174	-0.03935
0.07244	-0.03870
0.09313	-0.03709
0.11383	-0.04048
0.12418	-0.04048
0.14487	-0.03838
0.15522	-0.04547
0.16557	-0.04418
0.17592	-0.04386
0.18627	-0.04015
0.20696	-0.04177
0.21731	-0.04128
0.22766	-0.04225
0.22766	-0.04080
0.23801	-0.03951
0.23801	-0.04289
0.23801	-0.03806
0.24836	-0.03790
0.24836	-0.03790
0.24836	-0.03887
0.24836	-0.03677
0.24836	-0.04450
0.24836	-0.04032
0.24836	-0.04193
0.25870	-0.04128
0.25870	-0.04193
0.25870	-0.04032
0.25870	-0.03967
0.25870	-0.03999
0.25870	-0.04193
0.25870	-0.04144
0.25870	-0.04080
0.25870	-0.04096
0.25870	-0.04015
0.25870	-0.04096
0.25870	-0.03870
0.25870	-0.04096
0.25870	-0.03822
0.25870	-0.03693
0.25870	-0.03661
0.25870	-0.03822
0.25870	-0.03887
0.25870	-0.03887
0.25870	-0.03790
0.25870	-0.03822
0.26905	-0.03838
0.26905	-0.03999
0.28975	-0.04048
0.30010	-0.04209
0.31045	-0.04450
0.32079	-0.03838
0.32079	-0.04064
0.33114	-0.04048
0.33114	-0.03951
0.34149	-0.03999
0.34149	-0.03999
0.35184	-0.03870
0.35184	-0.04289
0.36219	-0.04450
0.36219	-0.04015
0.36219	-0.04080
0.36219	-0.04112
0.37254	-0.04064
0.37254	-0.03403
0.37254	-0.03935
0.41393	-0.03903
0.42428	-0.03935
0.46567	-0.04386
0.47602	-0.03597
0.48637	-0.04144
0.51741	-0.03758
0.54845	-0.03548
0.58985	-0.04305
0.64159	-0.04015
0.67263	-0.03371
0.72437	-0.03919
0.76577	-0.04209
0.81751	-0.04112
0.85890	-0.03967
0.88994	-0.03774
0.93134	-0.04144
0.96238	-0.04032
0.99343	-0.04305
1.04517	-0.04096
1.09691	-0.03838
1.13830	-0.04370
1.19004	-0.03693
1.24178	-0.03951
1.28318	-0.04112
1.32457	-0.04160
1.36596	-0.03645
1.39701	-0.03903
1.42805	-0.03709
1.46944	-0.03887
1.50049	-0.03758
1.55223	-0.04080
1.59362	-0.03742
1.63501	-0.03887
1.67641	-0.03887
1.72815	-0.03951
1.76954	-0.04064
1.83163	-0.03919
1.88337	-0.04273
1.94546	-0.03983
1.99720	-0.03693
2.05929	-0.03919
2.12138	-0.04080
2.17312	-0.03822
2.23521	-0.03822
2.29730	-0.03887
2.32834	-0.03597
2.38009	-0.04128
2.40078	-0.04128
2.44217	-0.03854
2.46287	-0.04273
2.50426	-0.03629
2.54566	-0.03516
2.58705	-0.03967
2.62844	-0.03758
2.66983	-0.04547
2.72158	-0.04160
2.77332	-0.04128
2.81471	-0.03935
2.87680	-0.04064
2.93889	-0.03951
2.98028	-0.03661
3.04237	-0.04144
3.09411	-0.04032
3.15620	-0.04048
3.21829	-0.04273
3.28038	-0.04177
3.33212	-0.04032
3.38386	-0.04128
3.43560	-0.03935
3.48734	-0.04193
3.52873	-0.04225
3.57013	-0.04434
3.62187	-0.04386
3.66326	-0.04064
3.70465	-0.03983
3.74605	-0.03935
3.79779	-0.04096
3.82883	-0.04160
3.87023	-0.04241
3.91162	-0.04064
3.95301	-0.04096
3.99440	-0.04386
4.03580	-0.04660
4.08754	-0.04370
4.14963	-0.04096
4.21172	-0.04096
4.26346	-0.04354
4.30485	-0.03983
4.35659	-0.03903
4.40833	-0.04193
4.46007	-0.03967
4.51181	-0.04112
4.57390	-0.03790
4.63599	-0.04241
4.67738	-0.04112
4.72913	-0.04128
4.78087	-0.03854
4.83261	-0.03564
4.88435	-0.04015
4.91539	-0.04289
4.94644	-0.04160
4.97748	-0.03887
5.01888	-0.04402
5.07062	-0.03983
5.11201	-0.04128
5.16375	-0.04225
5.19479	-0.04160
5.24654	-0.04080
5.29828	-0.04144
5.35002	-0.04096
5.42245	-0.04338
5.49489	-0.04096
5.56733	-0.04160
5.66046	-0.03999
5.73290	-0.04160
5.81569	-0.04112
5.88812	-0.03822
5.96056	-0.03999
6.01230	-0.04273
6.07439	-0.04370
6.11578	-0.04177
6.15718	-0.04112
6.19857	-0.03935
6.23996	-0.04193
6.27101	-0.04160
6.31240	-0.04015
6.34344	-0.03742
6.36414	-0.04160
6.37449	-0.03951
6.38484	-0.04144
6.38484	-0.04032
6.39519	-0.04402
6.40553	-0.04338
6.42623	-0.04354
6.44693	-0.04064
6.46762	-0.03790
6.50902	-0.03661
6.54006	-0.04032
6.57110	-0.04112
6.60215	-0.04515
6.63319	-0.04467
6.67459	-0.04096
6.69528	-0.04595
6.73668	-0.04209
6.76772	-0.04128
6.80911	-0.04225
6.85051	-0.04289
6.90225	-0.04354
6.96434	-0.03967
7.03677	-0.04225
7.10921	-0.04322
7.16095	-0.03822
7.21269	-0.04370
7.25409	-0.04144
7.30583	-0.03967
7.36792	-0.04289
7.44035	-0.04515
7.51279	-0.03790
7.57488	-0.04402
7.64732	-0.04483
7.73010	-0.04080
7.82324	-0.04273
7.93707	-0.04628
8.08194	-0.04370
8.21647	-0.04354
8.35099	-0.04112
8.44413	-0.04096
8.55796	-0.04032
8.64074	-0.04322
8.70283	-0.03935
8.77527	-0.04080
8.84771	-0.04273
8.92015	-0.04241
9.00293	-0.04370
9.07537	-0.04160
9.14781	-0.04144
9.20989	-0.04338
9.24094	-0.04354
9.27198	-0.04144
9.29268	-0.04064
9.31338	-0.04128
9.33407	-0.04112
9.36512	-0.04096
9.40651	-0.04579
9.46860	-0.04499
9.53069	-0.04499
9.59278	-0.04128
9.65487	-0.04096
9.72730	-0.04305
9.82044	-0.04547
9.93427	-0.03919
10.04810	-0.04128
10.17228	-0.04128
10.27576	-0.04128
10.35854	-0.03790
10.43098	-0.04209
10.51377	-0.03693
10.59655	-0.04257
10.67934	-0.04128
10.75178	-0.04048
10.83456	-0.03887
10.89665	-0.03983
10.95874	-0.03935
11.01048	-0.04160
11.05187	-0.03742
11.09327	-0.03500
11.13466	-0.03500
11.15536	-0.03484
11.17605	-0.03645
11.20710	-0.03580
11.24849	-0.03983
11.30023	-0.03081
11.38302	-0.03468
11.51754	-0.03468
11.61068	-0.03468
11.69346	-0.02743
11.77625	-0.02968
11.93147	-0.02566
12.03495	-0.02549
12.17983	-0.02598
12.27296	-0.02324
12.35575	-0.01953
12.45923	-0.01808
12.57306	-0.01309
12.66619	-0.00181
12.73863	0.00189
12.81107	0.00995
12.88350	0.01301
12.95594	0.01961
13.03873	0.02896
13.11116	0.02944
13.18360	0.04007
13.23534	0.04748
13.27674	0.05119
13.32848	0.05522
13.39057	0.05940
13.47335	0.06601
13.52509	0.07181
13.59753	0.07890
13.66997	0.07986
13.74240	0.08985
13.78380	0.09629
13.84589	0.09919
13.91832	0.10209
13.97006	0.10403
14.04250	0.10387
14.09424	0.10886
14.15633	0.10983
14.24947	0.10580
14.32190	0.10548
14.39434	0.10580
14.46678	0.10451
14.53922	0.10226
14.61165	0.09984
14.67374	0.09372
14.73583	0.09146
14.81862	0.08776
14.89105	0.08598
14.96349	0.08196
15.03593	0.07310
15.11871	0.07149
15.20150	0.06488
15.27394	0.06085
15.35672	0.05441
15.42916	0.04732
15.53264	0.03975
15.62578	0.03298
15.72926	0.02638
15.82239	0.02316
15.91553	0.01591
16.00866	0.00592
16.10179	0.00318
16.19493	-0.00342
16.29841	-0.00729
16.38119	-0.01293
16.46398	-0.01454
16.53642	-0.02082
16.59851	-0.02404
16.67094	-0.02147
16.74338	-0.02823
16.80547	-0.02662
16.86756	-0.02920
16.92965	-0.03178
16.99174	-0.02968
17.04348	-0.03419
17.10557	-0.03693
17.17801	-0.03371
17.25044	-0.03629
17.32288	-0.03725
17.39532	-0.03790
17.46776	-0.03210
17.52984	-0.03822
17.59193	-0.03661
17.66437	-0.03774
17.73681	-0.03661
17.80925	-0.03951
17.88168	-0.03419
17.95412	-0.03580
18.01621	-0.03903
18.07830	-0.03725
18.15074	-0.04015
18.21283	-0.03725
18.27491	-0.04128
18.32666	-0.03822
18.38874	-0.03709
18.46118	-0.04015
18.52327	-0.03564
18.59571	-0.03758
18.66815	-0.03516
18.74058	-0.03790
18.80267	-0.03613
18.87511	-0.03967
18.94755	-0.03903
19.01998	-0.03999
19.09242	-0.03693
19.16486	-0.03725
19.24764	-0.03870
19.33043	-0.03919
19.41322	-0.04048
19.49600	-0.03790
19.56844	-0.03403
19.65122	-0.03532
19.73401	-0.04096
19.80645	-0.03758
19.88923	-0.03854
19.96167	-0.03887
20.03411	-0.03887
20.10655	-0.03387
20.15829	-0.03725
20.22038	-0.03613
20.29281	-0.03500
20.34455	-0.03516
20.41699	-0.03226
20.47908	-0.03903
20.55152	-0.03436
20.61361	-0.03597
20.67570	-0.03693
20.72744	-0.03903
20.78953	-0.04160
20.85162	-0.03725
20.91370	-0.03500
20.97579	-0.03548
21.04823	-0.03725
21.11032	-0.03645
21.19311	-0.03419
21.25519	-0.03452
21.32763	-0.03693
21.38972	-0.03822
21.46216	-0.03500
21.52425	-0.03709
21.60703	-0.03597
21.66912	-0.03580
21.74156	-0.03403
21.80365	-0.03725
21.87609	-0.03371
21.94852	-0.03597
22.02096	-0.03468
22.08305	-0.03613
22.16584	-0.03500
22.23827	-0.03403
22.31071	-0.03339
22.37280	-0.03403
22.44524	-0.03742
22.50733	-0.03532
22.57976	-0.03258
22.64185	-0.03403
22.70394	-0.03580
22.77638	-0.03677
22.83847	-0.03564
22.91091	-0.03419
22.97300	-0.03790
23.04543	-0.03452
23.09717	-0.03516
23.15926	-0.03436
23.23170	-0.03258
23.29379	-0.03677
23.36623	-0.03870
23.44901	-0.03323
23.51110	-0.03387
23.59389	-0.03500
23.65598	-0.03983
23.73876	-0.03226
23.81120	-0.03323
23.89398	-0.03597
23.97677	-0.03436
24.04921	-0.03484
24.11130	-0.03387
24.18373	-0.03162
24.25617	-0.03291
24.31826	-0.03677
24.37000	-0.03017
24.44244	-0.03484
24.51488	-0.03226
24.56662	-0.03419
24.63905	-0.03113
24.70114	-0.03468
24.76323	-0.03790
24.83567	-0.03258
24.88741	-0.03291
24.94950	-0.03742
25.00124	-0.03548
25.06333	-0.03339
25.11507	-0.03113
25.17716	-0.03484
25.23925	-0.03355
25.30134	-0.03580
25.36343	-0.03548
25.42552	-0.03500
25.48761	-0.03597
25.54970	-0.03484
25.61179	-0.03307
25.67387	-0.03419
25.72562	-0.02872
25.77736	-0.03516
25.82910	-0.03468
25.87049	-0.03049
25.91188	-0.03323
25.96362	-0.03178
26.00502	-0.03436
26.05676	-0.03210
26.10850	-0.03146
26.16024	-0.03194
26.21198	-0.03081
26.25337	-0.03307
26.30511	-0.03371
26.35686	-0.03210
26.40860	-0.03419
26.47069	-0.03806
26.53277	-0.03452
26.58452	-0.03065
26.63626	-0.03758
26.68800	-0.03371
26.73974	-0.03307
26.79148	-0.03178
26.85357	-0.03323
26.90531	-0.03146
26.95705	-0.03258
26.99844	-0.03291
27.03984	-0.03049
27.09158	-0.03339
27.13297	-0.03339
27.17436	-0.03371
27.20541	-0.03081
27.24680	-0.03178
27.28819	-0.03146
27.32959	-0.03274
27.37098	-0.03146
27.42272	-0.03597
27.47446	-0.03210
27.53655	-0.02807
27.58829	-0.03274
27.62968	-0.03291
27.67108	-0.02952
27.72282	-0.03210
27.75386	-0.03307
27.80560	-0.03162
27.84700	-0.03226
27.90908	-0.03725
27.96083	-0.03371
28.02292	-0.03049
28.07466	-0.03210
28.13675	-0.03081
28.18849	-0.03146
28.25058	-0.03129
28.31266	-0.03436
28.38510	-0.03210
28.44719	-0.03210
28.50928	-0.02936
28.55067	-0.03323
28.61276	-0.03307
28.66450	-0.03033
28.73694	-0.03452
28.79903	-0.03645
28.86112	-0.03258
28.92321	-0.03436
28.99565	-0.03355
29.04739	-0.03097
29.09913	-0.03387
29.16122	-0.03194
29.21296	-0.03113
29.27505	-0.03774
29.33714	-0.03274
29.39923	-0.03339
29.45097	-0.03081
29.50271	-0.02968
29.56480	-0.03146
29.61654	-0.03178
29.65793	-0.03033
29.72002	-0.03049
29.76141	-0.03258
29.82350	-0.03049
29.87524	-0.03001
29.93733	-0.03097
29.98907	-0.02791
30.04081	-0.03274
30.09255	-0.03468
30.13395	-0.03097
30.18569	-0.03564
30.22708	-0.03291
30.26847	-0.03597
30.32021	-0.03548
30.36161	-0.03613
30.41335	-0.03516
30.45474	-0.03065
30.50648	-0.03210
30.54787	-0.03065
